chats,1,2,3,4,5
catjam,0,0,0,0,1
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam,0,0,0,0,1
catjam,0,0,0,0,1
woooooooo woooo,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
xiao ling,0,0,0,0,1
hypercatjam hypercatjam hypercatjam hypercatjam hypercatjam hypercatjam hypercatjam hypercatjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm kreygasm,0,0,0,0,1
liztheflex liztheflex liztheflex liztheflex liztheflex liztheflex liztheflex liztheflex liztheflex liztheflex liztheflex liztheflex liztheflex liztheflex,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam catjam catjam catjam catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
peposabers,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
zeussydeo zeussydeo zeussydeo zeussydeo zeussydeo,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
is stream over,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
joebartexcited,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
cat,0,0,0,0,1
yeah,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
cdatjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjams,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam catjam catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
cat jam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
heyguys heyguys heyguys heyguys heyguys heyguys heyguys heyguys heyguys heyguys,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catj,0,0,0,0,1
catjam,0,0,0,0,1
joebartsquidward,0,0,0,0,1
catjam,0,0,0,0,1
the music,0,0,0,0,1
catjam,0,0,0,0,1
gachibass,0,0,0,0,1
catjam,0,0,0,0,1
joebartalpha joebartalpha joebartalpha,0,0,0,0,1
mited,0,0,0,0,1
catjam,0,0,0,0,1
joebartpogu joebartpogu joebartpogu joebartpogu,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
he did it,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam catjam,0,0,0,0,1
catjam,0,0,0,0,1
lechonk,0,0,0,0,1
toes,0,0,0,0,1
catjam,0,0,0,0,1
catjamcatjam,0,0,0,0,1
catjammm,0,0,0,0,1
catjam,0,0,0,0,1
juppiepepehype juppiepepehype juppiepepehype juppiepepehype juppiepepehype juppiepepehype juppieluv juppieluv juppieluv juppieluv juppieluv juppieluv juppiedroidlol juppiedroidlol juppiedroidlol juppiedroidlol juppiedroidlol juppiedroidlol,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
hypepat,0,0,0,0,1
joebartfreddy joebartfreddy joebartfreddy,0,0,0,0,1
yur late,0,0,0,0,1
million,0,0,0,0,1
joe didnt wash his hands,0,0,0,0,1
catjam,0,0,0,0,1
glitchcat glitchcat glitchcat glitchcat glitchcat,0,0,0,0,1
catjam,0,0,0,0,1
hi yt,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
nah fam how do you do the catjam,0,0,0,0,1
can we all take a moment to appreciate the kind work of the mods who keep are community safe and clean modsslaypuss,0,0,0,0,1
catjam,0,0,0,0,1
catjam catjam catjam catjam catjam catjam catjam,0,0,0,0,1
noooooooooooooooooooooooooooooooooo,0,0,0,0,1
catjam,0,0,0,0,1
hi,0,0,0,0,1
w,0,0,0,0,1
did u wash your hands,0,0,0,0,1
mited,0,0,0,0,1
why do you turn off the light to go pee,0,0,0,0,1
bro wvat,0,0,0,0,1
what that song clalled,0,0,0,0,1
catjam,0,0,0,0,1
joe bart,0,0,0,0,1
catjam,0,0,0,0,1
joebartwebelieve,0,0,0,0,1
catjam catjam,0,0,0,0,1
joebartmonka joebartsquidward joebartalpha,0,0,0,0,1
catjam,0,0,0,0,1
did you wash your hands joe,0,0,0,0,1
hi,0,0,0,0,1
yo joe should i sub,0,0,0,0,1
catjam,0,0,0,0,1
joe how much do you think markiplier makes per year,0,0,0,0,1
joebartdoofed joebartdoofed joebartdoofed,0,0,0,0,1
catjam,0,0,0,0,1
welcome back,0,0,0,0,1
catjam catjam,0,0,0,0,1
ww,0,0,0,0,1
btwitscbass so we can see tree,0,0,0,0,1
catjam,0,0,0,0,1
valorat,0,0,0,0,1
wooo finally caught a stream d,0,0,0,0,1
stop pissing so much joe,0,0,0,0,1
how do you direct donate money,0,0,0,0,1
joebartwebelieve,0,0,0,0,1
w tank top,0,0,0,0,1
tombraid tombraid,0,0,0,0,1
slepp,0,0,0,0,1
probably no val sad,0,0,0,0,1
catjam catjam,0,0,0,0,1
catjam,0,0,0,0,1
joebartheschoking joebartheschoking joebartheschoking joebartheschoking joebartheschoking joebartheschoking joebartheschoking joebartheschoking joebartheschoking,0,0,0,0,1
did you wash your handsjoe did you,0,0,0,0,1
look dm pls,0,0,0,0,1
everyone was spamming,0,0,0,0,1
w tt joe,0,0,0,0,1
ssss,0,0,0,0,1
sleep,0,0,0,0,1
sle,0,0,0,0,1
sleep,0,0,0,0,1
catjam catjam catjam catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam catjam catjam,0,0,0,0,1
wagyu,0,0,0,0,1
sleep,0,0,0,0,1
that was exactly seconds,0,0,0,0,1
beef,0,0,0,0,1
sleep,0,0,0,0,1
did u shake it off,0,0,0,0,1
joebartcam,0,0,0,0,1
wagu,0,0,0,0,1
first one,0,0,0,0,1
catjam,0,0,0,0,1
yeah,0,0,0,0,1
sleep,0,0,0,0,1
l,0,0,0,0,1
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
joe can you do a scary film,0,0,1,0,0
sleep,0,0,1,0,0
zeussydeo zeussydeo zeussydeo zeussydeo zeussydeo zeussydeo zeussydeo zeussydeo zeussydeo zeussydeo zeussydeo zeussydeo zeussydeo zeussydeo,0,0,1,0,0
val today,0,0,1,0,0
dm pls,0,0,1,0,0
joe do you recommend buying a prebuilt pc or building your own,0,0,1,0,0
who cares bout beeeeffff bro,0,0,1,0,0
e,0,0,1,0,0
hey joe are fried rats nice,0,0,1,0,0
catjam,0,0,0,0,1
hi brooke,0,0,0,0,1
are u in college,0,0,0,0,1
what up guy long time no talk too,0,0,0,0,1
wagyu is wacku so do,0,0,0,0,1
what a gentleman,0,0,0,0,1
jow w bf,0,0,0,0,1
cheer cheer cheer joe is getting a iphone pro max worth it when i have the pro max,0,0,0,0,1
l dating,0,0,0,0,1
tell her i said hey joe,0,0,0,0,1
catjam,0,0,0,0,1
yo are u playing val,0,0,0,0,1
bro,0,0,0,0,1
i was gone for a sec whats or,0,0,0,0,1
how do you access the poll,0,0,0,0,1
our girl friend,0,0,0,0,1
coolcat,0,0,0,0,1
val today,0,0,0,0,1
tinyface tinyface joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
joebartalvin joebartsimon joebarttheodore,0,1,0,0,0
barty warty,0,1,0,0,0
š,0,1,0,0,0
i hope andrew tate gets life in prison,0,1,0,0,0
r u in college,0,1,0,0,0
no poll,0,1,0,0,0
hehehhehehehehhehehehhehe,0,1,0,0,0
play tarkov,0,1,0,0,0
when are you playing minecraft,0,1,0,0,0
catjam,0,0,0,0,1
go,0,0,0,0,1
joebartwebelieve,0,0,0,0,1
one,0,0,0,0,1
ronaldo died,0,0,0,0,1
w gifters,0,0,0,0,1
fff,0,0,0,0,1
brb chat,0,0,0,0,1
lol,0,0,0,0,1
ill brb ima go make some ramen,0,0,0,0,1
dutchtwitchuser you just write catjam,0,0,0,0,1
nah i would go insane the first day,0,0,0,0,1
as an insomniac days sound not that impressive,0,0,0,0,1
im,0,0,0,0,1
russian sleep experiment,0,0,0,0,1
nick cannon got a whole football team of kids,0,0,0,0,1
rookie numbers,0,0,0,0,1
i watched this in elementary school,0,0,0,0,1
how,0,0,0,0,1
cap,0,0,0,0,1
mvgame holidaysanta joebartwebelieve joebartwebelieve,0,0,1,0,0
what,0,0,1,0,0
days,0,0,1,0,0
no thats harddd,0,0,1,0,0
how,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
i hate fucking ads,0,0,1,0,0
how did he not die,0,0,1,0,0
nahhhh,0,0,1,0,0
joe can you please get an oculus,0,0,1,0,0
joebarthappy,0,0,1,0,0
ive done that,0,0,1,0,0
d,0,0,1,0,0
yeah hes a junior in college studying philosophy and religion,0,0,1,0,0
mvgame mvgame mvgame mvgame mvgame,0,0,1,0,0
joebartwebelieve mvgame,0,0,1,0,0
not impressive,0,0,1,0,0
thats average,0,0,1,0,0
pov me watching joe,0,0,1,0,0
its easy,0,0,1,0,0
i have survived more than days imagien,0,0,1,0,0
catjam,0,0,1,0,0
ony,0,0,1,0,0
ive went months,0,0,1,0,0
can you make this one a youtube video,0,0,1,0,0
hi yt joebartpepehands joebartwebelieve,0,0,1,0,0
bro days are rookie numbers like dude i havent slept in days,0,0,1,0,0
welp,0,0,1,0,0
what is bro doing,0,0,1,0,0
meth,0,0,1,0,0
hallucination,0,0,1,0,0
death,0,0,1,0,0
yes death,0,0,1,0,0
too loud,0,0,1,0,0
what the heck,0,0,1,0,0
this isnt minecraf lul,0,0,0,1,0
our brain flushed out toxins when we sleep,0,0,0,1,0
for energy,0,0,0,1,0
it heals your body,0,0,0,1,0
relax the brain,0,0,0,1,0
yk,0,0,0,1,0
xqc ended so now im here xqcl,0,0,0,1,0
sleep is important to a number of brain functions including how nerve cells neurons communicate with each other,0,0,0,1,0
your bones grow when you sleep when your like,0,0,0,1,0
so your body can shut down and rest,0,0,0,1,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
you stand,0,0,1,0,0
ive fallen asleep standing up in the shower once,0,0,1,0,0
standing,0,0,1,0,0
you stand,0,0,1,0,0
how,0,0,1,0,0
standing,0,0,1,0,0
standing,0,0,1,0,0
i do,0,0,1,0,0
yes,0,0,1,0,0
hi yt joebartwebelieve joebartbusiness,0,0,1,0,0
yee,0,0,1,0,0
the fat is gross,0,0,1,0,0
same,0,0,1,0,0
samr,0,0,1,0,0
why,0,0,1,0,0
fr,0,0,1,0,0
w,0,0,1,0,0
same bro,0,0,1,0,0
f,0,0,1,0,0
joebartbusiness,1,0,0,0,0
yummy,1,0,0,0,0
so we pay a car note bc that shitty ass cow was raised right,1,0,0,0,0
thats unbelievable,1,0,0,0,0
thicccy boy,1,0,0,0,0
thats so awful,1,0,0,0,0
eww,1,0,0,0,0
did you hav rizz in soccol i had it,1,0,0,0,0
weirdpeple bro sto spamming,1,0,0,0,0
weirdpeple k,1,0,0,0,0
joebartlongneck,0,1,0,0,0
wangus,0,1,0,0,0
rip kobe,0,1,0,0,0
joe try goose fat youkshire poodings or goose fat potatoes,0,1,0,0,0
i have a whangus,0,1,0,0,0
swear,0,1,0,0,0
its so grosss,0,1,0,0,0
lol,0,1,0,0,0
they have a whole olympics,0,1,0,0,0
it looks like cartoon meat fr,0,1,0,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
that looks so good,1,0,0,0,0
whyh does it look raw,1,0,0,0,0
nahhh,1,0,0,0,0
eww,1,0,0,0,0
nahhhh,1,0,0,0,0
absolutely disgusting,1,0,0,0,0
it would make my stomach hurt,1,0,0,0,0
its good yall tripping,1,0,0,0,0
thats raw,1,0,0,0,0
lul,0,0,0,1,0
you look weird to cows,0,0,0,1,0
tombraid tombraid tombraid,0,0,0,1,0
lamo,0,0,0,1,0
i would still hit,0,0,0,1,0
bc they fat asf,0,0,0,1,0
fax,0,0,0,1,0
like a fat weiner dog,0,0,0,1,0
lmao,0,0,0,1,0
what is he cooking,0,0,0,1,0
lul lul,0,0,0,1,0
forbidden tooth paste,0,0,0,1,0
relish,0,0,0,1,0
if mfs can just print infiniute pf they own fdood everyone gonna be depppressed,0,0,0,1,0
airriack,0,0,0,1,0
it doesnt even look intricate wtf,0,0,0,1,0
tf is that,0,0,0,1,0
yea rn were making a claw machine with the a similar frame work and cnc mechanics,0,0,0,1,0
gooey,0,0,0,1,0
looks like a little boat,0,0,0,1,0
lul,0,0,0,1,0
imagine d printing foodwhy cant people be normal and cook food normally,0,0,0,1,0
no way,0,0,0,1,0
just subbed,0,0,0,1,0
it looks like dirt,0,0,0,1,0
aka vegan meat,0,0,0,1,0
l plant meat,0,0,0,1,0
thats even more shit,0,0,0,1,0
andrew tate is free now,0,0,0,1,0
that looks good ngl,0,0,0,1,0
lul lul lul,0,0,0,1,0
they are bad already,0,0,0,1,0
bruh,0,0,0,1,0
i mean id tr it,0,0,0,1,0
i would,0,0,0,1,0
prosperggsg,0,0,0,1,0
the vegan teacher would want this,0,0,0,1,0
i aint eating it,0,0,0,1,0
juicy,0,0,0,1,0
protien plastic,0,0,0,1,0
lul,0,0,0,1,0
onggggggg,0,0,0,1,0
w poll,0,0,0,1,0
joe soo is almost at subs,0,0,0,1,0
i would never go there,0,0,0,1,0
poll is a w,0,0,0,1,0
lol,0,0,0,1,0
lmao,0,0,0,1,0
w mcdonalds,0,0,0,1,0
hours i better be served a thanksgiving meal,0,0,0,1,0
bye joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
james charles,0,0,1,0,0
ryan higa,0,0,1,0,0
boo plz more,0,0,1,0,0
bye,0,0,1,0,0
joebartkekw have a gooid new years chat,0,0,1,0,0
raid of choice joe,0,0,1,0,0
cish,0,0,1,0,0
have fun on your break joe,0,0,1,0,0
nick eh,0,0,1,0,0
bye joebartwebelieve joebartwebelieve,0,0,1,0,0
w stream,0,0,1,0,0
u leaving me like my dad,0,0,1,0,0
w stream and stream wwwww,0,0,1,0,0
bye,0,0,1,0,0
joeeeee,0,0,1,0,0
bye joe see you next year joebartlove joebartlove joebartlove joebartlove joebartlove joebartlove joebartlove joebartlove joebartlove,0,0,1,0,0
nooooooooooooooooooooooooooooooooooooooooooo,0,0,1,0,0
wwwwww,0,0,1,0,0
bye joe,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
happy early new yearsss,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
byeee,0,0,1,0,0
goodbye joe,0,0,1,0,0
good luck on your vacation,0,0,1,0,0
bye joe,0,0,1,0,0
just got a gameing pc any game suggestions,0,0,1,0,0
wwwwww,0,0,1,0,0
see you on the joe mama,0,0,1,0,0
goodbye joe,0,0,1,0,0
bye joey bear,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
ssssss punchtrees ssssss punchtrees ssssss punchtrees ssssss punchtrees ssssss punchtrees ssssss poooound ssssss ssssss ssssss poooound poooound ssssss punchtrees punchtrees punchtrees punchtrees ssssss punchtrees punchtrees ssssss ssssss ssssss,0,0,1,0,0
bye joe,0,0,1,0,0
w year of streaming,0,0,1,0,0
prospering,0,0,1,0,0
i need my mf gaming,0,0,1,0,0
byee,0,0,1,0,0
valorant,0,0,1,0,0
tarik,0,0,1,0,0
jjnxxzi,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
byeeeee,0,0,1,0,0
just got a gameing pc any game suggestions,0,0,1,0,0
bye have a good vacation,0,0,1,0,0
joebartalvin joebartalvin joebartalvin,0,0,1,0,0
joebartsquidward bye joe,0,0,1,0,0
bye joeeeeeeeeeeeeeeeee,0,0,1,0,0
mb joe im sorru,0,0,1,0,0
xqc,0,0,1,0,0
wwwwwwwwwww,0,0,1,0,0
joebartlove joebartlove joebartlove joebartlove joebartlove joebartlove joebartlove joebartlove joebartlove joebartlove joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
w stream,0,0,1,0,0
w streamm,0,0,1,0,0
rolomplays,0,0,1,0,0
bye joee,0,0,1,0,0
bye joe,0,0,1,0,0
nooo joe dont leaveee,0,0,1,0,0
o,0,0,1,0,0
ill miss you bbg,0,0,1,0,0
bye joe happy new year,0,0,1,0,0
joebartwebelieve,0,0,1,0,0
raid clix,0,0,1,0,0
hi everset,0,0,1,0,0
raid clix,0,0,1,0,0
raid amouranth,0,0,1,0,0
tarik,0,0,1,0,0
byee joeee,0,0,1,0,0
wwwwwwwwwwwwww,0,0,1,0,0
wwwwwww,0,0,1,0,0
tyler,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
cyaaaaa,0,0,1,0,0
joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw joebartkekw,0,0,1,0,0
see u soon goat,0,0,1,0,0
byeee,0,0,1,0,0
bye joe,0,0,1,0,0
raid someone with viewer,0,0,1,0,0
w,0,0,1,0,0
byeee,0,0,1,0,0
random selection,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
clix,0,0,1,0,0
bye joe,0,0,1,0,0
yat,0,0,1,0,0
see ya joe,0,0,1,0,0
raid clixxx,0,0,1,0,0
clix,0,0,1,0,0
w stream later chat,0,0,1,0,0
nickmers,0,0,1,0,0
bye joe see u on thursday,0,0,1,0,0
joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
wwwww,0,1,0,0,0
bye,0,1,0,0,0
bye,0,1,0,0,0
byeeeee,0,1,0,0,0
bye joe,0,1,0,0,0
yayayayayay,0,1,0,0,0
ft,0,1,0,0,0
cya guy,0,1,0,0,0
bye bye joey,0,1,0,0,0
byee joebartwebelieve,0,0,1,0,0
byeee joeeeee,0,0,1,0,0
hungrypaimon hungrypaimon hungrypaimon,0,0,1,0,0
w joe,0,0,1,0,0
bye boo boo bear,0,0,1,0,0
www,0,0,1,0,0
clix,0,0,1,0,0
mango,0,0,1,0,0
jadaex,0,0,1,0,0
have a great vacation,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
bye joe,0,0,1,0,0
bueee,0,0,1,0,0
byeeeee,0,0,1,0,0
see u next year,0,0,1,0,0
joebartlove joebartlove joebartlove joebartlove joebartlove,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
thank u joe,0,0,1,0,0
boring rest of the week because you wont be streaming,0,0,1,0,0
see u next year,0,0,1,0,0
bye joeeeeeee,0,0,1,0,0
bye,0,0,1,0,0
reaction,0,0,1,0,0
happy new year joe,0,0,1,0,0
where are you going for break,0,0,1,0,0
see u in,0,0,1,0,0
joebartwebelieve joebartwebelieve bye joseph,0,0,1,0,0
byebye,0,0,1,0,0
w stream,0,0,1,0,0
can you make a spin wheel for raids,0,0,1,0,0
bye joe,0,0,1,0,0
well cya joe,0,0,1,0,0
have a good new year,0,0,1,0,0
see ya next week joe,0,0,1,0,0
see yall next year byeeeeeeeeeeee,0,0,1,0,0
byee joebartalpha,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
gappclown gappclown gappclown gappclown gappclown gappclown gappclown biblethump biblethump biblethump biblethump gappclown gappclown biblethump gappclown gappclown gappclown gappclown gappclown gappbruh gappbruh gappbruh,0,0,1,0,0
have a great vacation,0,0,1,0,0
biblethump biblethump,0,0,1,0,0
bye,0,0,1,0,0
minecraft,0,0,1,0,0
w stream,0,0,1,0,0
have a good break,0,0,1,0,0
love uou seculayy,0,0,1,0,0
wwww,0,0,1,0,0
goodbye joe joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
lllllll,0,0,1,0,0
bye joe,0,0,1,0,0
joebartlove joebartlove joebartlove joebartlove,0,0,1,0,0
miss you already,0,0,1,0,0
cat jam,0,0,1,0,0
bye joe see you next year,0,0,1,0,0
have a happy new years everyone bye,0,0,1,0,0
adios,0,0,1,0,0
fortnite,0,0,1,0,0
bbbyyeeee have great break bbyyeee joebartarf joebartarf joebartarf joebartarf joebartarf joebartarf joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartexcited joebartexcited joebartexcited,0,0,1,0,0
see you next week,0,0,1,0,0
fortnite omg take the l,0,0,1,0,0
bye joe,0,0,1,0,0
abram,0,0,1,0,0
w,0,0,1,0,0
see u next year,0,0,1,0,0
byee,0,0,1,0,0
w stream,0,0,1,0,0
bye,0,0,1,0,0
bye joe joebartwebelieve,0,0,1,0,0
joebartpain joebartpain,0,0,1,0,0
byeeeeeee,0,0,1,0,0
bye joe,0,0,1,0,0
byeeee,0,0,1,0,0
see u next year,0,0,1,0,0
byeeee joeeee,0,0,1,0,0
bue joeeeeeyyy,0,0,1,0,0
raid clixxx,0,0,1,0,0
byeee,0,0,1,0,0
joebartwebelieve,0,0,1,0,0
okay byeeee,0,0,1,0,0
bye,0,0,1,0,0
see u next year,0,0,1,0,0
joebartlove,0,0,1,0,0
bye,0,0,1,0,0
gappsad gappsad gappsad gappsad gappsad gappsad gappsad gappstare gappstare gappstare gappstare gappstare gappsad gappstare gappstare gappstare gappstare gappsad gappsad gappstare gappstare gappsad gappsad gappsad gappsad gappsad gappsad gappsad gappsad gappsad,0,0,1,0,0
see u next year,0,0,1,0,0
see u next year,0,0,1,0,0
byeeeee,0,0,1,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
joe,1,0,0,0,0
hi,1,0,0,0,0
yoooo,1,0,0,0,0
hi,1,0,0,0,0
yo,1,0,0,0,0
joeee,1,0,0,0,0
first,1,0,0,0,0
hello,1,0,0,0,0
hi,1,0,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
yo,0,0,1,0,0
hi,0,0,1,0,0
mid sunday,0,0,1,0,0
hiiiiii,0,0,1,0,0
yoooooooo,0,0,1,0,0
hihihojohi,0,0,1,0,0
hi,0,0,1,0,0
hey bart farts,0,0,1,0,0
happy stream,0,0,1,0,0
joebartlongneck,0,1,0,0,0
w,0,1,0,0,0
ya,0,1,0,0,0
w,0,1,0,0,0
meh kinda,0,1,0,0,0
wsg joe,0,1,0,0,0
joeee,0,1,0,0,0
brotatochip the bart farts indeed,0,1,0,0,0
yes,0,1,0,0,0
jello bartolozzi your sick,0,1,0,0,0
joebartpain joebartexcited joebartalpha joebartwebelieve joebartheschoking joebartwide joebartpog,0,0,1,0,0
joe,0,0,1,0,0
yes lmao,0,0,1,0,0
no music nooo,0,0,1,0,0
im back,0,0,1,0,0
ww,0,0,1,0,0
i love your videos on youtube i had to watch,0,0,1,0,0
joeee im here,0,0,1,0,0
joebartwide,0,0,1,0,0
lights out joe,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartninja joebartninja joebartninja joebartninja joebartwhat joebartwhat joebartwhat joebartarf joebartarf,0,0,1,0,0
hi joe,0,0,1,0,0
lebronjam,0,0,1,0,0
lebronjam,0,0,1,0,0
joeeeee,0,0,1,0,0
hi,0,0,1,0,0
lebronjam,0,0,1,0,0
lebronjam,0,0,1,0,0
lebronjam,0,0,1,0,0
w,0,0,1,0,0
joebartwebelieve,0,0,1,0,0
u should like a,0,0,1,0,0
react to packgod,0,0,1,0,0
cheer cheer cheer doing great how are you,0,0,1,0,0
your late joe,0,0,1,0,0
yo,0,0,1,0,0
www,0,0,1,0,0
joe put you lava lamp on an hour before stream,0,0,1,0,0
jooo,0,0,1,0,0
w,0,0,1,0,0
joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
late,0,1,0,0,0
w reacts,0,1,0,0,0
minutes late is crazy,0,1,0,0,0
a little late,0,1,0,0,0
joe this is my first stream can you say hi please your videosstreams help me out,0,1,0,0,0
dub,0,1,0,0,0
damn,0,1,0,0,0
yessir,0,1,0,0,0
gav,0,1,0,0,0
joebartwebelieve,0,0,1,0,0
hmm,0,0,1,0,0
hi youtube,0,0,1,0,0
joebartmald joebartmald joebartmald joebartmald,0,0,1,0,0
missing gav rn,0,0,1,0,0
joe how does it feel to have the chin of a chad,0,0,1,0,0
hiiiiii joeeeeee,0,0,1,0,0
w,0,0,1,0,0
dhar joe,0,0,1,0,0
joeeeeee is a w,0,0,1,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
w,1,0,0,0,0
dark deception yo,1,0,0,0,0
hi,1,0,0,0,0
drew gooden,1,0,0,0,0
double stream day,1,0,0,0,0
w monopoly,1,0,0,0,0
w,1,0,0,0,0
late night lfg,1,0,0,0,0
late night lfg,1,0,0,0,0
joebartwebelieve,0,0,1,0,0
hi,0,0,1,0,0
daily flex,0,0,1,0,0
joeeeeeeee,0,0,1,0,0
poor joe,0,0,1,0,0
you sound terrible,0,0,1,0,0
panicvis panicvis panicvis,0,0,1,0,0
wazzup joe,0,0,1,0,0
hi jo,0,0,1,0,0
zeussyw,0,0,1,0,0
cheer just wanted to say your the best homie love your content and your funny as fuck joebartwebelieve,0,0,1,0,0
i havent watched since we bowling stream and i just got on to have k points,0,0,1,0,0
